"","country","points","price","province","title","variety","winery"
"1822","US",84,75,"California","Coomber Family Ranch 2010 Private Reserve Pinot Noir (Sta. Rita Hills)","Pinot Noir","Coomber Family Ranch"
"1823","France",95,180,"Burgundy","Alex Gambal 2011  Clos de Vougeot","Pinot Noir","Alex Gambal"
"1824","US",85,12,"California","Koehler 2007 Sauvignon Blanc (Santa Ynez Valley)","Sauvignon Blanc","Koehler"
"1825","US",87,10,"Washington","Snoqualmie 2013 Whistle Stop Red (Columbia Valley (WA))","Red Blend","Snoqualmie"
"1826","Italy",87,19,"Tuscany","San Luciano 2004 Boschi Salviati Red (Toscana)","Red Blend","San Luciano"
"1827","US",86,125,"California","Charles Krug 2013 Limited Release Cold Springs Vineyard Cabernet Sauvignon (Howell Mountain)","Cabernet Sauvignon","Charles Krug"
"1828","Italy",87,17,"Piedmont","Prunotto 2009  Dolcetto d'Alba","Dolcetto","Prunotto"
"1829","US",89,45,"California","La Fenêtre 2005 Le Bon Climat Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","La Fenêtre"
"1830","France",89,20,"Southwest France","Georges Vigouroux 2009 Château Leret Monpezat Malbec (Cahors)","Malbec","Georges Vigouroux"
"1831","US",92,60,"Washington","L'Ecole No. 41 2011 Ferguson Vineyard Estate Grown Cabernet Sauvignon-Merlot-Cabernet Franc Red (Walla Walla Valley (WA))","Bordeaux-style Red Blend","L'Ecole No. 41"
"1832","France",86,22,"Burgundy","Domaine Sangouard-Guyot 2016 Sur la Roche  (Mâcon-Vergisson)","Chardonnay","Domaine Sangouard-Guyot"
"1833","Spain",91,49,"Andalucia","González Byass NV Apostoles Palo Cortado Viejo Sherry (Jerez)","Sherry","González Byass"
"1834","Chile",82,6,"Curicó Valley","Quasar 2010 Selection Sauvignon Blanc (Curicó Valley)","Sauvignon Blanc","Quasar"
"1835","France",93,50,"Rhône Valley","Château Maucoil 2013 Privilège Red (Châteauneuf-du-Pape)","Rhône-style Red Blend","Château Maucoil"
"1836","Argentina",84,14,"Mendoza Province","Pascual Toso 2015 Estate Bottled Chardonnay (Mendoza)","Chardonnay","Pascual Toso"
"1837","South Africa",86,18,"Stellenbosch","Simonsig 2011 Pinotage (Stellenbosch)","Pinotage","Simonsig"
"1838","Italy",91,33,"Tuscany","Marchesi de' Frescobaldi 2011 Pinot Nero (Pomino)","Pinot Nero","Marchesi de' Frescobaldi"
"1839","Argentina",94,125,"Mendoza Province","Monteviejo 2008 Lindaflor La Violeta Malbec (Mendoza)","Malbec","Monteviejo"
"1840","Chile",88,25,"Maipo Valley","Morandé 2013 Gran Reserva Cabernet Sauvignon (Maipo Valley)","Cabernet Sauvignon","Morandé"
"1841","Italy",92,55,"Tuscany","Castellare di Castellina 2006 I Sodi di San Niccolò Sangiovese (Toscana)","Sangiovese","Castellare di Castellina"
"1842","Chile",86,7,"Casablanca Valley","Concha y Toro 2001 Xplorador Chardonnay (Casablanca Valley)","Chardonnay","Concha y Toro"
"1843","Spain",92,30,"Northern Spain","Marqués de la Concordia 2011 Hacienda Zorita Natural Reserve Syrah (Vino de la Tierra de Castilla y León)","Syrah","Marqués de la Concordia"
"1844","Austria",90,19,"Weinviertel","Ebner-Ebenauer 2013 Birthal Grüner Veltliner (Weinviertel)","Grüner Veltliner","Ebner-Ebenauer"
"1845","France",93,45,"Alsace","Wolfberger 2014 Rangen Grand Cru Riesling (Alsace)","Riesling","Wolfberger"
"1846","US",96,115,"California","Wayfarer 2014 Mother Rock Pinot Noir (Fort Ross-Seaview)","Pinot Noir","Wayfarer"
"1847","Argentina",86,16,"Mendoza Province","Siesta Wines 2011 Tahuan Chardonnay (Mendoza)","Chardonnay","Siesta Wines"
"1848","Austria",92,NA,"Südoststeiermark","Manfred Tement 2010 Zieregg Grosse Lage Sauvignon Blanc (Südoststeiermark)","Sauvignon Blanc","Manfred Tement"
"1849","US",90,17,"California","Byron 2012 Chardonnay (Santa Barbara County)","Chardonnay","Byron"
"1850","US",97,52,"California","Joseph Swan Vineyards 2007 Trenton Estate Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards"
"1851","US",94,50,"California","Boekenoogen 2011 Estate Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Boekenoogen"
"1852","US",91,56,"California","Papapietro Perry 2012 Peters Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Papapietro Perry"
"1853","France",92,150,"Burgundy","Domaine Pascal Prunier-Bonheur 2015 Les Sizies Premier Cru  (Beaune)","Pinot Noir","Domaine Pascal Prunier-Bonheur"
"1854","Italy",83,NA,"Tuscany","Tenuta La Fuga 1999  Rosso di Montalcino","Sangiovese","Tenuta La Fuga"
"1855","Portugal",86,6,"Vinho Verde","Casa de Vilacetinho 2015 Vilacetinho White (Vinho Verde)","Portuguese White","Casa de Vilacetinho"
"1856","US",91,50,"Washington","Tamarack Cellars 2011 Ciel du Cheval Reserve Red (Red Mountain)","Bordeaux-style Red Blend","Tamarack Cellars"
"1857","US",88,32,"California","De Loach 2010 OFS Zinfandel (Russian River Valley)","Zinfandel","De Loach"
"1858","Italy",89,45,"Sicily & Sardinia","Pala 2013 Assoluto White (Isola dei Nuraghi)","White Blend","Pala"
"1859","Spain",87,16,"Andalucia","Delgado Zuleta NV Premium Oloroso Dry Sherry (Jerez)","Sherry","Delgado Zuleta"
"1860","US",87,26,"California","Joseph Phelps 2000 Chardonnay (Carneros)","Chardonnay","Joseph Phelps"
"1861","South Africa",90,20,"Stellenbosch","Eikendal 2014 Charisma Red (Stellenbosch)","Red Blend","Eikendal"
"1862","US",88,19,"California","Carol Shelton 2014 Wild Thing Old Vine Zinfandel (Mendocino County)","Zinfandel","Carol Shelton"
"1863","France",91,17,"Southwest France","Lionel Osmin & Cie 2009 Mon Adour Tannat (Madiran)","Tannat","Lionel Osmin & Cie"
"1864","Italy",87,16,"Tuscany","Rocca delle Macìe 2007  Chianti Classico","Sangiovese","Rocca delle Macìe"
"1865","Argentina",88,15,"Mendoza Province","Zorzal 2015 Terroir Único Cabernet Franc (Tupungato)","Cabernet Franc","Zorzal"
"1866","US",89,20,"New York","Red Newt Cellars 2014 Cabernet Franc (Finger Lakes)","Cabernet Franc","Red Newt Cellars"
"1867","US",81,12,"California","Mirassou NV Sunset Red Red (California)","Red Blend","Mirassou"
"1868","US",87,36,"California","Peachy Canyon 2008 Mustang Springs Zinfandel (Paso Robles)","Zinfandel","Peachy Canyon"
"1869","Italy",88,13,"Northeastern Italy","Alta Luna 2015 Pinot Grigio (Vigneti delle Dolomiti)","Pinot Grigio","Alta Luna"
"1870","Spain",90,27,"Catalonia","Vall Llach 2014 Embruix Red (Priorat)","Red Blend","Vall Llach"
"1871","US",91,95,"Washington","Mark Ryan 2014 Lonely Heart Cabernet Sauvignon (Red Mountain)","Cabernet Sauvignon","Mark Ryan"
"1872","US",94,90,"California","Calera 2012 Selleck Vineyard Pinot Noir (Mt. Harlan)","Pinot Noir","Calera"
"1873","US",85,14,"California","Korbel NV Blanc de Noirs Sparkling (California)","Sparkling Blend","Korbel"
"1874","US",82,13,"California","Girasole 2010 Sangiovese (Mendocino)","Sangiovese","Girasole"
"1875","France",92,38,"France Other","Clos Venturi 2015 Red (Corse)","Red Blend","Clos Venturi"
"1876","France",87,120,"Burgundy","L. Tramier & Fils 2012 Collection  (Chambolle-Musigny)","Pinot Noir","L. Tramier & Fils"
"1877","Italy",87,NA,"Tuscany","Antonio Sanguineti 2012 Nessun Dorma Red (Toscana)","Red Blend","Antonio Sanguineti"
"1878","France",91,255,"Burgundy","L. Tramier & Fils 2010 Collection  (Clos de Vougeot)","Pinot Noir","L. Tramier & Fils"
"1879","US",86,13,"Washington","Mercer 2014 Riesling (Yakima Valley)","Riesling","Mercer"
"1880","US",87,24,"California","Deep Sea 2008 Chardonnay (Central Coast)","Chardonnay","Deep Sea"
"1881","France",86,31,"France Other","Frédéric Lornet 2011 Trousseau des Dames Trousseau (Arbois)","Trousseau","Frédéric Lornet"
"1882","US",83,12,"California","Castle Rock 2010 Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Castle Rock"
"1883","US",83,20,"California","Curtis 2010 Heritage Blanc White (Santa Barbara County)","Rhône-style White Blend","Curtis"
"1884","US",86,15,"Washington","O•S Winery 2012 Red (Columbia Valley (WA))","Bordeaux-style Red Blend","O•S Winery"
"1885","France",91,50,"Loire Valley","Patrice Moreux 2014 La Loge aux Moines  (Pouilly-Fumé)","Sauvignon Blanc","Patrice Moreux"
"1886","US",89,38,"California","Silver Stone Winery 2005 Keeper Red (San Luis Obispo County)","Rhône-style Red Blend","Silver Stone Winery"
"1887","Italy",83,15,"Tuscany","Panzanello 2011  Chianti Classico","Red Blend","Panzanello"
"1888","US",89,18,"Washington","Sineann 2014 Grüner Veltliner (Columbia Gorge (WA))","Grüner Veltliner","Sineann"
"1889","US",92,35,"California","Red Car 2012 Chardonnay (Sonoma Coast)","Chardonnay","Red Car"
"1890","US",90,30,"Washington","Kontos 2007 Merlot (Columbia Valley (WA))","Merlot","Kontos"
"1891","US",88,25,"California","Joleté 2012 Olson Vineyard Cabernet Sauvignon (Dry Creek Valley)","Cabernet Sauvignon","Joleté"
"1892","US",89,NA,"California","Garnet 2014 Pinot Noir (Monterey County)","Pinot Noir","Garnet"
"1893","Chile",87,14,"Maipo Valley","Tarapaca 2007 Reserva Carmenère (Maipo Valley)","Carmenère","Tarapaca"
"1894","France",89,NA,"Bordeaux","Château la Patache 2010  Pomerol","Bordeaux-style Red Blend","Château la Patache"
"1895","France",92,NA,"Champagne","Nicolas Maillart NV Platine Brut  (Champagne)","Champagne Blend","Nicolas Maillart"
"1896","France",83,NA,"Bordeaux","Château de Piote 2005 Cuvée Prestige  (Bordeaux Supérieur)","Bordeaux-style Red Blend","Château de Piote"
"1897","New Zealand",90,15,"Marlborough","Villa Maria 2001 Private Bin Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Villa Maria"
"1898","Australia",90,20,"Western Australia","Robert Oatley 2010 Cabernet Sauvignon (Margaret River)","Cabernet Sauvignon","Robert Oatley"
"1899","Austria",85,18,"Niederösterreich","Salomon-Undhof 2007 Hochterrassen Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Salomon-Undhof"
"1900","France",92,60,"Burgundy","Domaine Christian Moreau Père et Fils 2012 Cuvée Guy Moreau Vaillon Premier Cru  (Chablis)","Chardonnay","Domaine Christian Moreau Père et Fils"
"1901","US",86,13,"Oregon","Kudos 2014 Pinot Gris (Willamette Valley)","Pinot Gris","Kudos"
"1902","Argentina",89,12,"Mendoza Province","Piattelli 2005 Premium Malbec (Luján de Cuyo)","Malbec","Piattelli"
"1903","Chile",83,12,"Colchagua Valley","Apaltagua 2011 Reserva Carmenère (Colchagua Valley)","Carmenère","Apaltagua"
"1904","US",91,90,"Oregon","Domaine Serene 2012 Two Barns Pinot Noir (Dundee Hills)","Pinot Noir","Domaine Serene"
"1905","US",87,45,"California","Bella Luna 2007 Estate Riserva Bellicaia Cabernet Sauvignon-Sangiovese (Paso Robles)","Cabernet Sauvignon-Sangiovese","Bella Luna"
"1906","US",85,35,"California","Ravenswood 2010 Dickerson Zinfandel (Napa Valley)","Zinfandel","Ravenswood"
"1907","France",92,130,"Southwest France","Georges Vigouroux 2010 Cuvée Icône du Château Leret Monpezat Malbec (Cahors)","Malbec","Georges Vigouroux"
"1908","France",95,850,"Bordeaux","Château Ausone 2007  Saint-Émilion","Bordeaux-style Red Blend","Château Ausone"
"1909","US",85,23,"California","Nelson Family Vineyards 2007 Estate Zinfandel (Mendocino)","Zinfandel","Nelson Family Vineyards"
"1910","France",89,15,"Provence","Château Pigoudet 2015 Rosé (Coteaux d'Aix-en-Provence)","Rosé","Château Pigoudet"
"1911","US",91,28,"Washington","Hestia Cellars 2008 Merlot (Columbia Valley (WA))","Merlot","Hestia Cellars"
"1912","Chile",88,9,"Colchagua Valley","Estampa 2006 Carménère-Merlot Red (Colchagua Valley)","Red Blend","Estampa"
"1913","Italy",87,16,"Veneto","Delibori 2010  Valpolicella Classico Superiore Ripasso","Red Blend","Delibori"
"1914","Chile",95,70,"Central Valley","Valdivieso NV Caballo Loco Number Sixteen Red (Central Valley)","Red Blend","Valdivieso"
"1915","US",88,22,"Oregon","Spindrift Cellars 2015 Pinot Noir (Willamette Valley)","Pinot Noir","Spindrift Cellars"
"1916","Australia",87,24,"South Australia","Schild Estate 2003 Cabernet Sauvignon (Barossa)","Cabernet Sauvignon","Schild Estate"
"1917","US",92,85,"Oregon","Archery Summit 2013 Whole Cluster Cuvée Pinot Noir (Dundee Hills)","Pinot Noir","Archery Summit"
"1918","Italy",86,50,"Tuscany","Tenuta di Vaira 2010 Bolgherese  (Bolgheri Superiore)","Red Blend","Tenuta di Vaira"
"1919","US",84,13,"California","Seven Daughters NV Pinot Grigio (California)","Pinot Grigio","Seven Daughters"
"1920","Portugal",85,12,"Tejo","Casca Wines 2011 Cape Roca Fisherman Red (Tejo)","Portuguese Red","Casca Wines"
"1921","France",94,110,"Champagne","Pierre Gimonnet et Fils 2008 Special Club de Collection Brut Chardonnay (Champagne)","Chardonnay","Pierre Gimonnet et Fils"
"1922","France",94,NA,"Bordeaux","Château Ducru Beaucaillou 2008  Saint-Julien","Bordeaux-style Red Blend","Château Ducru Beaucaillou"
"1923","US",85,8,"California","Ironstone 2007 Obsession Symphony (California)","Symphony","Ironstone"
"1924","France",92,135,"Bordeaux","Le Carré 2012  Saint-Émilion","Bordeaux-style Red Blend","Le Carré"
"1925","US",84,35,"California","Laely 2012 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Laely"
"1926","Italy",88,18,"Veneto","Case Bianche 2016 Vigna del Cuc Brut  (Valdobbiadene Prosecco Superiore)","Glera","Case Bianche"
"1927","France",88,NA,"Loire Valley","Vignoble de la Jarnoterie 2014 Improvisation  (Saint-Nicolas-de-Bourgueil)","Cabernet Franc","Vignoble de la Jarnoterie"
"1928","Italy",86,46,"Sicily & Sardinia","Maurigi 2004 Tenuta di Budonetto Granny Cabernet Franc (Sicilia)","Cabernet Franc","Maurigi"
"1929","US",92,50,"California","Lambert Bridge 1998 Crane Creek Cuvee Red (Dry Creek Valley)","Bordeaux-style Red Blend","Lambert Bridge"
"1930","Chile",87,15,"Curicó Valley","V Norte 2010 Gran Reserva Cabernet Sauvignon (Curicó Valley)","Cabernet Sauvignon","V Norte"
"1931","Portugal",87,14,"Alentejo","Cooperativa Reguengos de Monsaraz 2011 Alente Premium Red (Alentejo)","Portuguese Red","Cooperativa Reguengos de Monsaraz"
"1932","France",88,26,"Loire Valley","Villebois 2016  Sancerre","Sauvignon Blanc","Villebois"
"1933","US",87,70,"California","Frisson Wines 2012 Cabernet Sauvignon (Diamond Mountain District)","Cabernet Sauvignon","Frisson Wines"
"1934","US",90,26,"California","Matanzas Creek 2013 Chardonnay (Sonoma County)","Chardonnay","Matanzas Creek"
"1935","Italy",88,40,"Veneto","Sartori 2008  Amarone della Valpolicella","Corvina, Rondinella, Molinara","Sartori"
"1936","France",95,112,"Southwest France","Jean-Luc Baldès 2013 Clos Triguedina The New Black Wine Malbec (Cahors)","Malbec","Jean-Luc Baldès"
"1937","US",83,18,"New York","Serenity 2013 Barrel Fermented Chardonnay (Finger Lakes)","Chardonnay","Serenity"
"1938","US",90,25,"Washington","Soos Creek 2010 Commander Comet Syrah (Washington)","Syrah","Soos Creek"
"1939","Argentina",89,22,"Mendoza Province","Cicchitti 2010 Malbec (Mendoza)","Malbec","Cicchitti"
"1940","US",94,60,"California","Bonaccorsi 2006 Melville Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Bonaccorsi"
"1941","US",94,62,"California","Fulcrum 2014 Gap's Crown Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Fulcrum"
"1942","New Zealand",91,20,"Marlborough","Spy Valley 2016 Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Spy Valley"
"1943","US",90,56,"California","MacRostie 2014 Goldrock Ridge Pinot Noir (Sonoma Coast)","Pinot Noir","MacRostie"
"1944","Italy",86,40,"Tuscany","Carpineto 2004 Riserva  (Vino Nobile di Montepulciano)","Prugnolo Gentile","Carpineto"
"1945","US",90,22,"New York","Raphael 2014 Cabernet Franc (North Fork of Long Island)","Cabernet Franc","Raphael"
"1946","France",93,NA,"Bordeaux","Château Ferrière 2010 Barrel sample  (Margaux)","Bordeaux-style Red Blend","Château Ferrière"
"1947","Portugal",94,99,"Douro","Quinta Vale Dona Maria 2012 Vinha da Francisca Red (Douro)","Portuguese Red","Quinta Vale Dona Maria"
"1948","US",90,NA,"Washington","14 Hands 2012 The Reserve Merlot (Horse Heaven Hills)","Merlot","14 Hands"
"1949","New Zealand",87,17,"Marlborough","Wairau River 2016 Rosé (Marlborough)","Rosé","Wairau River"
"1950","Portugal",85,15,"Tejo","Wine with Spirit 2013 Meet & Meat Red (Tejo)","Portuguese Red","Wine with Spirit"
"1951","US",86,40,"Washington","Henry Earl 2012 Malbec (Red Mountain)","Malbec","Henry Earl"
"1952","Chile",84,12,"Central Valley","Rios de Chile 2015 Chardonnay (Central Valley)","Chardonnay","Rios de Chile"
"1953","France",86,13,"Provence","Château Routas 2007 Rouvière Rosé (Coteaux Varois)","Rosé","Château Routas"
"1954","Spain",91,45,"Catalonia","Agustí Torelló Mata 2011 Gran Reserva Brut Sparkling (Cava)","Sparkling Blend","Agustí Torelló Mata"
"1955","US",85,22,"California","Bray 2010 Barbera (Shenandoah Valley (CA))","Barbera","Bray"
"1956","Austria",91,40,"Burgenland","Josef Pöckl 2008 Rosso e Nero Red (Burgenland)","Austrian Red Blend","Josef Pöckl"
"1957","Italy",90,68,"Tuscany","Guado al Melo 2013 Atis  (Bolgheri Superiore)","Red Blend","Guado al Melo"
"1958","US",84,18,"Idaho","Snake River 2009 Tempranillo","Tempranillo","Snake River"
"1959","Italy",85,NA,"Sicily & Sardinia","Principe di Corleone 2004 Evoè Red (Sicilia)","Red Blend","Principe di Corleone"
"1960","Chile",88,14,"Colchagua Valley","Calcu 2013 Cabernet Sauvignon (Colchagua Valley)","Cabernet Sauvignon","Calcu"
"1961","Austria",87,21,"Burgenland","Gunter Triebaumer 2006 Spätlese Traminer (Burgenland)","Traminer","Gunter Triebaumer"
"1962","Chile",86,10,"Central Valley","Autoritas 2015 Sauvignon Blanc (Central Valley)","Sauvignon Blanc","Autoritas"
"1963","US",92,54,"California","Conn Creek 2000 Anthology Red (Napa Valley)","Cabernet Blend","Conn Creek"
"1964","US",91,22,"California","Brassfield 2016 Reserve Sauvignon Blanc (High Valley)","Sauvignon Blanc","Brassfield"
"1965","Austria",92,75,"Burgenland","Hillinger 2012 Hill 1 Red (Burgenland)","Red Blend","Hillinger"
"1966","US",86,38,"California","Lost Canyon 2001 Pinot Noir (Carneros)","Pinot Noir","Lost Canyon"
"1967","Hungary",86,15,"Tokaji","Chateau Dereszla 2011 Dry  (Tokaji)","Tokaji","Chateau Dereszla"
"1968","US",88,12,"California","SeaGlass 2016 Sauvignon Blanc (Santa Barbara County)","Sauvignon Blanc","SeaGlass"
"1969","Italy",87,17,"Northeastern Italy","Teresa Raiz 2008 Pinot Grigio (Colli Orientali del Friuli)","Pinot Grigio","Teresa Raiz"
"1970","Italy",86,16,"Tuscany","Mocali 2005 I Piaggioni Sangiovese (Toscana)","Sangiovese","Mocali"
"1971","US",88,30,"Washington","William Church 2008 Gamache Vineyards Malbec (Columbia Valley (WA))","Malbec","William Church"
"1972","US",90,27,"Washington","Ott & Murphy 2010 L'Entente Blanc Marsanne (Yakima Valley)","Marsanne","Ott & Murphy"
"1973","Italy",88,22,"Veneto","Sorelle Bronca NV Particella  (Valdobbiadene Prosecco Superiore)","Glera","Sorelle Bronca"
"1974","Italy",85,65,"Veneto","Le Marognole 2008 Camporocco  (Amarone della Valpolicella Classico)","Red Blend","Le Marognole"
"1975","France",90,NA,"France Other","Rijckaert 2009 Les Grands Elevages Savagnin (Arbois)","Savagnin","Rijckaert"
"1976","US",86,45,"California","Pace 2014 Huber Vineyard Chardonnay (Sta. Rita Hills)","Chardonnay","Pace"
"1977","US",86,20,"Oregon","Olsen Family Vineyards 2010 Pinot Noir (Willamette Valley)","Pinot Noir","Olsen Family Vineyards"
"1978","Italy",87,21,"Lombardy","Costaripa 2013 Pievecroce  (Lugana)","Turbiana","Costaripa"
"1979","France",88,22,"Alsace","Wolfberger NV Brut Sparkling (Crémant d'Alsace)","Sparkling Blend","Wolfberger"
